sid,test,subname,parent_title,sub_title,catid,description
2062,Born+of+a+Virgin,Born of a Virgin,Messianic Prophecies [37],Born of a Virgin [2062],37,
2063,Day+of+His+Death+Predicted+,Day of His Death Predicted ,Messianic Prophecies [37],Day of His Death Predicted  [2063],37,
2064,Savior+of+the+Gentiles,Savior of the Gentiles,Messianic Prophecies [37],Savior of the Gentiles [2064],37,
2065,Rejected+Cornerstone,Rejected Cornerstone,Messianic Prophecies [37],Rejected Cornerstone [2065],37,
2066,Seed+of+Abraham,Seed of Abraham,Messianic Prophecies [37],Seed of Abraham [2066],37,
2067,Seed+of+the+Woman,Seed of the Woman,Messianic Prophecies [37],Seed of the Woman [2067],37,
2068,Son+of+God,Son of God,Messianic Prophecies [37],Son of God [2068],37,
2069,Star+of+Jacob,Star of Jacob,Messianic Prophecies [37],Star of Jacob [2069],37,
2070,Ministry+in+Galilee,Ministry in Galilee,Messianic Prophecies [37],Ministry in Galilee [2070],37,
2071,Ascend+Into+Heaven,Ascend Into Heaven,Messianic Prophecies [37],Ascend Into Heaven [2071],37,
2072,Enter+Jerusalem+on+Donkey,Enter Jerusalem on Donkey,Messianic Prophecies [37],Enter Jerusalem on Donkey [2072],37,
2073,Two+Missions,Two Missions,Messianic Prophecies [37],Two Missions [2073],37,
2074,Divine+Miracles,Divine Miracles,Messianic Prophecies [37],Divine Miracles [2074],37,
2075,Seated+at+God%27s+Right+Hand,Seated at God's Right Hand,Messianic Prophecies [37],Seated at God's Right Hand [2075],37,
2076,,GK Chesterton,Childrens Resources [33],GK Chesterton [2076],33,
2077,Anepada,Anepada,People in History [31],Anepada [2077],31,
2078,Abalgamash,Abalgamash,People in History [31],Abalgamash [2078],31,
2079,Abba%92El,Abba’El,People in History [31],Abba’El [2079],31,
2080,Test,Test,People in History [31],Test [2080],31,
2099,Adad-Idri,Adad-Idri,People in History [31],Adad-Idri [2099],31,
2100,Adad-It%92I,Adad-It’I,People in History [31],Adad-It’I [2100],31,
2101,Adad-Nirari+I,Adad-Nirari I,People in History [31],Adad-Nirari I [2101],31,
2102,Adad-Nirari+Ii,Adad-Nirari Ii,People in History [31],Adad-Nirari Ii [2102],31,
2103,Adad-Nirari+Iii,Adad-Nirari Iii,People in History [31],Adad-Nirari Iii [2103],31,
2104,Adad-Shum-Iddina,Adad-Shum-Iddina,People in History [31],Adad-Shum-Iddina [2104],31,
2105,Adad-Shumu-Usur,Adad-Shumu-Usur,People in History [31],Adad-Shumu-Usur [2105],31,
2106,Adad-Sululi,Adad-Sululi,People in History [31],Adad-Sululi [2106],31,
2107,Adasi,Adasi,People in History [31],Adasi [2107],31,
2108,Adda-Guppi%92+%28Or+Hadad-Happe%29,Adda-Guppi’ (Or Hadad-Happe),People in History [31],Adda-Guppi’ (Or Hadad-Happe) [2108],31,
2109,Addu-Duri,Addu-Duri,People in History [31],Addu-Duri [2109],31,
2110,Agga+%28Or+Akka%29,Agga (Or Akka),People in History [31],Agga (Or Akka) [2110],31,
2111,Agum+I+%28Agum+Rabu%29,Agum I (Agum Rabu),People in History [31],Agum I (Agum Rabu) [2111],31,
2112,Agum+Ii+Kakrime,Agum Ii Kakrime,People in History [31],Agum Ii Kakrime [2112],31,
2113,Agum+Iii%28%3F%29,Agum Iii(?),People in History [31],Agum Iii(?) [2113],31,
2114,Ahab,Ahab,People in History [31],Ahab [2114],31,
2115,Ahat-Milki,Ahat-Milki,People in History [31],Ahat-Milki [2115],31,
2116,Ahaz,Ahaz,People in History [31],Ahaz [2116],31,
2117,Ahaziah,Ahaziah,People in History [31],Ahaziah [2117],31,
2118,Ahi-%92Antu,Ahi-’Antu,People in History [31],Ahi-’Antu [2118],31,
2119,Aitagama,Aitagama,People in History [31],Aitagama [2119],31,
2120,Akalamdu%28G%29,Akalamdu(G),People in History [31],Akalamdu(G) [2120],31,
2121,Akhat-Abisha,Akhat-Abisha,People in History [31],Akhat-Abisha [2121],31,
2122,Akhuni,Akhuni,People in History [31],Akhuni [2122],31,
2123,Akizzi,Akizzi,People in History [31],Akizzi [2123],31,
2124,Akkullanu,Akkullanu,People in History [31],Akkullanu [2124],31,
2125,Akurgal,Akurgal,People in History [31],Akurgal [2125],31,
2126,Alahum,Alahum,People in History [31],Alahum [2126],31,
2127,Alaksandu,Alaksandu,People in History [31],Alaksandu [2127],31,
2128,Alexander+The+Great,Alexander The Great,People in History [31],Alexander The Great [2128],31,
2129,Alila-Hadum,Alila-Hadum,People in History [31],Alila-Hadum [2129],31,
2130,Allumari,Allumari,People in History [31],Allumari [2130],31,
2131,Aba-Enlil-Dana,Aba-Enlil-Dana,People in History [31],Aba-Enlil-Dana [2131],31,
2132,Abdi-Ashirta,Abdi-Ashirta,People in History [31],Abdi-Ashirta [2132],31,
2133,Abdi-Heba,Abdi-Heba,People in History [31],Abdi-Heba [2133],31,
2134,Abdi-Milkutti+%28%3DAbdi-Milki%29,Abdi-Milkutti (=Abdi-Milki),People in History [31],Abdi-Milkutti (=Abdi-Milki) [2134],31,
2135,Abi-Esuh,Abi-Esuh,People in History [31],Abi-Esuh [2135],31,
2136,Abi-Milki,Abi-Milki,People in History [31],Abi-Milki [2136],31,
2137,Abi-Rattash,Abi-Rattash,People in History [31],Abi-Rattash [2137],31,
2138,Abi-Simti,Abi-Simti,People in History [31],Abi-Simti [2138],31,
2139,Abiba%92Al,Abiba’Al,People in History [31],Abiba’Al [2139],31,
2140,Abih-Il,Abih-Il,People in History [31],Abih-Il [2140],31,
2141,Abijah,Abijah,People in History [31],Abijah [2141],31,
2142,Abisare,Abisare,People in History [31],Abisare [2142],31,
2143,Abishemu,Abishemu,People in History [31],Abishemu [2143],31,
2144,Achaemenes+%28%3DPersian+Hakhamanish%29,Achaemenes (=Persian Hakhamanish),People in History [31],Achaemenes (=Persian Hakhamanish) [2144],31,
2145,Adad-Apla-Iddina,Adad-Apla-Iddina,People in History [31],Adad-Apla-Iddina [2145],31,
2146,Alyattes,Alyattes,People in History [31],Alyattes [2146],31,
2147,Ama-Duga,Ama-Duga,People in History [31],Ama-Duga [2147],31,
2148,Amar-Sin+%28Amar-Suen%29,Amar-Sin (Amar-Suen),People in History [31],Amar-Sin (Amar-Suen) [2148],31,
2149,Amasis,Amasis,People in History [31],Amasis [2149],31,
2150,Amat-Mamu,Amat-Mamu,People in History [31],Amat-Mamu [2150],31,
2151,Amat-Shamash,Amat-Shamash,People in History [31],Amat-Shamash [2151],31,
2152,Amaziah,Amaziah,People in History [31],Amaziah [2152],31,
2154,Ambaris,Ambaris,People in History [31],Ambaris [2154],31,
2155,Amel-Marduk+%28%3DBiblical+Evil-Merodach%29,Amel-Marduk (=Biblical Evil-Merodach),People in History [31],Amel-Marduk (=Biblical Evil-Merodach) [2155],31,
2156,Amenophis+II,Amenophis II,People - Ancient Egypt [46],Amenophis II [2156],46,
2157,Amenophis+III,Amenophis III,People - Ancient Egypt [46],Amenophis III [2157],46,
2158,Amenophis+IV+%28%3DAkhnaton%29,Amenophis IV (=Akhnaton),People - Ancient Egypt [46],Amenophis IV (=Akhnaton) [2158],46,
2159,Ammi-Ditana,Ammi-Ditana,People in History [31],Ammi-Ditana [2159],31,
2160,Ammi-Saduqa,Ammi-Saduqa,People in History [31],Ammi-Saduqa [2160],31,
2161,Ammishtamru+I,Ammishtamru I,People in History [31],Ammishtamru I [2161],31,
2162,Ammishtamru+Ii,Ammishtamru Ii,People in History [31],Ammishtamru Ii [2162],31,
2163,Ammuna,Ammuna,People in History [31],Ammuna [2163],31,
2164,Ammurapi,Ammurapi,People in History [31],Ammurapi [2164],31,
2165,Amon,Amon,People in History [31],Amon [2165],31,
2166,Amos,Amos,People in History [31],Amos [2166],31,
2167,Amutpi%92El,Amutpi’El,People in History [31],Amutpi’El [2167],31,
2168,Amytis,Amytis,People in History [31],Amytis [2168],31,
2169,Anam,Anam,People in History [31],Anam [2169],31,
2170,Anatolia,Anatolia,People in History [31],Anatolia [2170],31,
2171,Andarim+%28Meshigirru%29,Andarim (Meshigirru),People in History [31],Andarim (Meshigirru) [2171],31,
2172,Anitta,Anitta,People in History [31],Anitta [2172],31,
2173,Annubanini,Annubanini,People in History [31],Annubanini [2173],31,
2174,Antigonus+Monophthalmos,Antigonus Monophthalmos,People in History [31],Antigonus Monophthalmos [2174],31,
2175,Antiochus+I+Soter,Antiochus I Soter,People in History [31],Antiochus I Soter [2175],31,
2176,Antiochus+Ii,Antiochus Ii,People in History [31],Antiochus Ii [2176],31,
2177,Antiochus+Iii+The+Great,Antiochus Iii The Great,People in History [31],Antiochus Iii The Great [2177],31,
2178,Antiochus+Iv+Epiphanes,Antiochus Iv Epiphanes,People in History [31],Antiochus Iv Epiphanes [2178],31,
2179,Antiochus+Vii+Sidetes,Antiochus Vii Sidetes,People in History [31],Antiochus Vii Sidetes [2179],31,
2180,Anu-Aba-Uter,Anu-Aba-Uter,People in History [31],Anu-Aba-Uter [2180],31,
2181,Anum-Muttabil,Anum-Muttabil,People in History [31],Anum-Muttabil [2181],31,
2182,Apama,Apama,People in History [31],Apama [2182],31,
2183,Apil-Kin,Apil-Kin,People in History [31],Apil-Kin [2183],31,
2184,Apil-Sin,Apil-Sin,People in History [31],Apil-Sin [2184],31,
2185,Aplahanda,Aplahanda,People in History [31],Aplahanda [2185],31,
2186,Appuwashu,Appuwashu,People in History [31],Appuwashu [2186],31,
2187,Apries,Apries,People in History [31],Apries [2187],31,
2188,Aqba-Hammu,Aqba-Hammu,People in History [31],Aqba-Hammu [2188],31,
2189,Arakha+%28%3DNebuchadnezzar+Iv%29,Arakha (=Nebuchadnezzar Iv),People in History [31],Arakha (=Nebuchadnezzar Iv) [2189],31,
2190,Arame+%28%3DAramu%29,Arame (=Aramu),People in History [31],Arame (=Aramu) [2190],31,
2191,Arda-Mulissu,Arda-Mulissu,People in History [31],Arda-Mulissu [2191],31,
2192,Ardys,Ardys,People in History [31],Ardys [2192],31,
2193,Argishti+I,Argishti I,People in History [31],Argishti I [2193],31,
2194,Argishti+Ii,Argishti Ii,People in History [31],Argishti Ii [2194],31,
2195,Ari-Shen+%28Atal-Shen%29,Ari-Shen (Atal-Shen),People in History [31],Ari-Shen (Atal-Shen) [2195],31,
2196,Arik-Den-Ili,Arik-Den-Ili,People in History [31],Arik-Den-Ili [2196],31,
2197,Arnuwanda+I,Arnuwanda I,People in History [31],Arnuwanda I [2197],31,
2198,Arnuwanda+Ii,Arnuwanda Ii,People in History [31],Arnuwanda Ii [2198],31,
2199,Arnuwanda+Iii,Arnuwanda Iii,People in History [31],Arnuwanda Iii [2199],31,
2200,Arsaces+I+%28%3DParthian+Arshak%29,Arsaces I (=Parthian Arshak),People in History [31],Arsaces I (=Parthian Arshak) [2200],31,
2201,Artashumara,Artashumara,People in History [31],Artashumara [2201],31,
2202,Artatama,Artatama,People in History [31],Artatama [2202],31,
2203,Artaxerxes+I,Artaxerxes I,People in History [31],Artaxerxes I [2203],31,
2204,Artaxerxes+Ii,Artaxerxes Ii,People in History [31],Artaxerxes Ii [2204],31,
2205,Artaxerxes+Iii,Artaxerxes Iii,People in History [31],Artaxerxes Iii [2205],31,
2206,Artaxerxes+Iv,Artaxerxes Iv,People in History [31],Artaxerxes Iv [2206],31,
2207,Artystone+%28Elamite+Irtashduna%29,Artystone (Elamite Irtashduna),People in History [31],Artystone (Elamite Irtashduna) [2207],31,
2208,Asa,Asa,People in History [31],Asa [2208],31,
2209,Ashared-Apil-Ekur,Ashared-Apil-Ekur,People in History [31],Ashared-Apil-Ekur [2209],31,
2210,Asharedu,Asharedu,People in History [31],Asharedu [2210],31,
2211,Ashlultum,Ashlultum,People in History [31],Ashlultum [2211],31,
2212,Ashur-Ahhe-Iddina,Ashur-Ahhe-Iddina,People in History [31],Ashur-Ahhe-Iddina [2212],31,
2213,Ashur-Bel-Kala,Ashur-Bel-Kala,People in History [31],Ashur-Bel-Kala [2213],31,
2214,Ashur-Bel-Nisheshu,Ashur-Bel-Nisheshu,People in History [31],Ashur-Bel-Nisheshu [2214],31,
2215,Ashur-Dan+I,Ashur-Dan I,People in History [31],Ashur-Dan I [2215],31,
2216,Ashur-Dan+Ii,Ashur-Dan Ii,People in History [31],Ashur-Dan Ii [2216],31,
2217,Ashur-Dan+Iii,Ashur-Dan Iii,People in History [31],Ashur-Dan Iii [2217],31,
2218,Ashur-Etel-Ilani,Ashur-Etel-Ilani,People in History [31],Ashur-Etel-Ilani [2218],31,
2219,Ashur-Iddin,Ashur-Iddin,People in History [31],Ashur-Iddin [2219],31,
2220,Ashur-Ketti-Lesher,Ashur-Ketti-Lesher,People in History [31],Ashur-Ketti-Lesher [2220],31,
2221,Ashur-Mukin-Palua,Ashur-Mukin-Palua,People in History [31],Ashur-Mukin-Palua [2221],31,
2222,Ashur-Mutakkil,Ashur-Mutakkil,People in History [31],Ashur-Mutakkil [2222],31,
2223,Ashur-Nadin-Ahhe+I,Ashur-Nadin-Ahhe I,People in History [31],Ashur-Nadin-Ahhe I [2223],31,
2224,Ashur-Nadin-Ahhe+Ii,Ashur-Nadin-Ahhe Ii,People in History [31],Ashur-Nadin-Ahhe Ii [2224],31,
2225,Ashur-Nadin-Apli,Ashur-Nadin-Apli,People in History [31],Ashur-Nadin-Apli [2225],31,
2226,Ashur-Nadin-Shumi,Ashur-Nadin-Shumi,People in History [31],Ashur-Nadin-Shumi [2226],31,
2227,Ashur-Nasir-Apli,Ashur-Nasir-Apli,People in History [31],Ashur-Nasir-Apli [2227],31,
2228,Ashur-Nirari+I,Ashur-Nirari I,People in History [31],Ashur-Nirari I [2228],31,
2229,Ashur-Nirari+Ii,Ashur-Nirari Ii,People in History [31],Ashur-Nirari Ii [2229],31,
2230,Ashur-Nirari+Iii,Ashur-Nirari Iii,People in History [31],Ashur-Nirari Iii [2230],31,
2231,Ashur-Nirari+Iv,Ashur-Nirari Iv,People in History [31],Ashur-Nirari Iv [2231],31,
2232,Ashur-Nirari+V,Ashur-Nirari V,People in History [31],Ashur-Nirari V [2232],31,
2233,Ashur-Rabi+I,Ashur-Rabi I,People in History [31],Ashur-Rabi I [2233],31,
2234,Ashur-Rabi+Ii,Ashur-Rabi Ii,People in History [31],Ashur-Rabi Ii [2234],31,
2235,Ashur-Resha-Ishi+I,Ashur-Resha-Ishi I,People in History [31],Ashur-Resha-Ishi I [2235],31,
2236,Ashur-Resha-Ishi+Ii,Ashur-Resha-Ishi Ii,People in History [31],Ashur-Resha-Ishi Ii [2236],31,
2237,Ashur-Rim-Nisheshu,Ashur-Rim-Nisheshu,People in History [31],Ashur-Rim-Nisheshu [2237],31,
2238,Ashur-Shaduni,Ashur-Shaduni,People in History [31],Ashur-Shaduni [2238],31,
2239,Ashur-Sharrat,Ashur-Sharrat,People in History [31],Ashur-Sharrat [2239],31,
2240,Ashur-Uballit+I,Ashur-Uballit I,People in History [31],Ashur-Uballit I [2240],31,
2241,Ashur-Uballit+Ii,Ashur-Uballit Ii,People in History [31],Ashur-Uballit Ii [2241],31,
2242, ,Ashurbanipal (Assyrian Ashurban-Apli),People in History [31],Ashurbanipal (Assyrian Ashurban-Apli) [2242],31,
2243, ,Ashurnasirpal (Assyrian Ashur-Nasir-Apli) I,People in History [31],Ashurnasirpal (Assyrian Ashur-Nasir-Apli) I [2243],31,
2244, ,Ashurnasirpal (Assyrian Ashur-Nasir-Apli) Ii,People in History [31],Ashurnasirpal (Assyrian Ashur-Nasir-Apli) Ii [2244],31,
2245,Ashusikildigira,Ashusikildigira,People in History [31],Ashusikildigira [2245],31,
2246,Asqudum,Asqudum,People in History [31],Asqudum [2246],31,
2247,Astyages,Astyages,People in History [31],Astyages [2247],31,
2248,Atarshumki+%28%3DBar-Gush%29,Atarshumki (=Bar-Gush),People in History [31],Atarshumki (=Bar-Gush) [2248],31,
2249,Athaliah,Athaliah,People in History [31],Athaliah [2249],31,
2250,Atossa,Atossa,People in History [31],Atossa [2250],31,
2251,Atta-Hamiti-Inshushinak+I,Atta-Hamiti-Inshushinak I,People in History [31],Atta-Hamiti-Inshushinak I [2251],31,
2252,Atta-Hamiti-Inshushinak+Ii+%28Persian+Attameta%29,Atta-Hamiti-Inshushinak Ii (Persian Attameta),People in History [31],Atta-Hamiti-Inshushinak Ii (Persian Attameta) [2252],31,
2253,Attahushu,Attahushu,People in History [31],Attahushu [2253],31,
2254,Attar-Kitah,Attar-Kitah,People in History [31],Attar-Kitah [2254],31,
2255,Azi,Azi,People in History [31],Azi [2255],31,
2256,Aziru,Aziru,People in History [31],Aziru [2256],31,
2257,Azitiwatas,Azitiwatas,People in History [31],Azitiwatas [2257],31,
2258,Azuzum,Azuzum,People in History [31],Azuzum [2258],31,
2259,Baal+,Baal ,People in History [31],Baal  [2259],31,
2260,Baal+Ii,Baal Ii,People in History [31],Baal Ii [2260],31,
2261,Baasha,Baasha,People in History [31],Baasha [2261],31,
2262,Baba-Aha-Iddina,Baba-Aha-Iddina,People in History [31],Baba-Aha-Iddina [2262],31,
2263,Babu-Aha-Iddina,Babu-Aha-Iddina,People in History [31],Babu-Aha-Iddina [2263],31,
2264,Bagoas,Bagoas,People in History [31],Bagoas [2264],31,
2265,Balasi,Balasi,People in History [31],Balasi [2265],31,
2266,Bar-Rakib,Bar-Rakib,People in History [31],Bar-Rakib [2266],31,
2267,Baranamtara,Baranamtara,People in History [31],Baranamtara [2267],31,
2268,Bardiya,Bardiya,People in History [31],Bardiya [2268],31,
2269,Bartatua+%28In+Greek+Sources+Protothyes%29,Bartatua (In Greek Sources Protothyes),People in History [31],Bartatua (In Greek Sources Protothyes) [2269],31,
2270,Baya,Baya,People in History [31],Baya [2270],31,
2271,Bel-Harran-Beli-Usur,Bel-Harran-Beli-Usur,People in History [31],Bel-Harran-Beli-Usur [2271],31,
2272,Bel-Ibni,Bel-Ibni,People in History [31],Bel-Ibni [2272],31,
2273,Bel-Re-Ushu,Bel-Re-Ushu,People in History [31],Bel-Re-Ushu [2273],31,
2274,Bel-Shar-Usur+%28Biblical+Belshazzar%29,Bel-Shar-Usur (Biblical Belshazzar),People in History [31],Bel-Shar-Usur (Biblical Belshazzar) [2274],31,
2275,Bel-Shimanni,Bel-Shimanni,People in History [31],Bel-Shimanni [2275],31,
2276,Bel-Tarsi-Iluma,Bel-Tarsi-Iluma,People in History [31],Bel-Tarsi-Iluma [2276],31,
2277,Bel-Ushezib,Bel-Ushezib,People in History [31],Bel-Ushezib [2277],31,
2278,Belakum,Belakum,People in History [31],Belakum [2278],31,
2279,Beltum,Beltum,People in History [31],Beltum [2279],31,
2280,Ben-Hadad+Ii+%28Assyrian+Adad-Idri%29,Ben-Hadad Ii (Assyrian Adad-Idri),People in History [31],Ben-Hadad Ii (Assyrian Adad-Idri) [2280],31,
2281,Benteshina,Benteshina,People in History [31],Benteshina [2281],31,
2282,Berossus+%28Babylonian+Bel-Re%92Ushu%29,Berossus (Babylonian Bel-Re’Ushu),People in History [31],Berossus (Babylonian Bel-Re’Ushu) [2282],31,
2283,Bilalama,Bilalama,People in History [31],Bilalama [2283],31,
2284,Burnaburiash+I,Burnaburiash I,People in History [31],Burnaburiash I [2284],31,
2285,Burnaburiash+Ii,Burnaburiash Ii,People in History [31],Burnaburiash Ii [2285],31,
2286,Cambyses+I,Cambyses I,People in History [31],Cambyses I [2286],31,
2287,Cambyses+Ii,Cambyses Ii,People in History [31],Cambyses Ii [2287],31,
2288,Croesus,Croesus,People in History [31],Croesus [2288],31,
2289,Cyaxares+%28Babylonian+Umakishtar%29,Cyaxares (Babylonian Umakishtar),People in History [31],Cyaxares (Babylonian Umakishtar) [2289],31,
2290,Cyrus+I+%28Babylonian+Kurash%29,Cyrus I (Babylonian Kurash),People in History [31],Cyrus I (Babylonian Kurash) [2290],31,
2291,Cyrus+Ii+The+Great,Cyrus Ii The Great,People in History [31],Cyrus Ii The Great [2291],31,
2292,Dada-Ahhe,Dada-Ahhe,People in History [31],Dada-Ahhe [2292],31,
2293,Dadusha,Dadusha,People in History [31],Dadusha [2293],31,
2294,Daiian-Ashur,Daiian-Ashur,People in History [31],Daiian-Ashur [2294],31,
2295,Dam-Hurashi,Dam-Hurashi,People in History [31],Dam-Hurashi [2295],31,
2296,Damiq-Ilishu,Damiq-Ilishu,People in History [31],Damiq-Ilishu [2296],31,
2297,Achelous,Achelous,Mythology & Beliefs [30],Achelous [2297],30,
2298,Acheron,Acheron,Mythology & Beliefs [30],Acheron [2298],30,
2299,Achilles,Achilles,Mythology & Beliefs [30],Achilles [2299],30,
2300,Actaeon,Actaeon,Mythology & Beliefs [30],Actaeon [2300],30,
2301,Admetus,Admetus,Mythology & Beliefs [30],Admetus [2301],30,
2302,Adonis,Adonis,Mythology & Beliefs [30],Adonis [2302],30,
2303,Aeacus,Aeacus,Mythology & Beliefs [30],Aeacus [2303],30,
2304,Ae%EBtes,Aeëtes,Mythology & Beliefs [30],Aeëtes [2304],30,
2305,Aegeus,Aegeus,Mythology & Beliefs [30],Aegeus [2305],30,
2306,Aegisthus,Aegisthus,Mythology & Beliefs [30],Aegisthus [2306],30,
2307,Aegyptus,Aegyptus,Mythology & Beliefs [30],Aegyptus [2307],30,
2308,Aeneas,Aeneas,Mythology & Beliefs [30],Aeneas [2308],30,
2309,Aeolus,Aeolus,Mythology & Beliefs [30],Aeolus [2309],30,
2310,Aesculapius,Aesculapius,Mythology & Beliefs [30],Aesculapius [2310],30,
2311,Aeson,Aeson,Mythology & Beliefs [30],Aeson [2311],30,
2312,Aether,Aether,Mythology & Beliefs [30],Aether [2312],30,
2313,Aethra,Aethra,Mythology & Beliefs [30],Aethra [2313],30,
2314,Agamemnon,Agamemnon,Mythology & Beliefs [30],Agamemnon [2314],30,
2315,Aglaia,Aglaia,Mythology & Beliefs [30],Aglaia [2315],30,
2316,Ajax,Ajax,Mythology & Beliefs [30],Ajax [2316],30,
2317,Alcestis,Alcestis,Mythology & Beliefs [30],Alcestis [2317],30,
2318,Alcmene,Alcmene,Mythology & Beliefs [30],Alcmene [2318],30,
2319,Alcyone,Alcyone,Mythology & Beliefs [30],Alcyone [2319],30,
2320,Alecto,Alecto,Mythology & Beliefs [30],Alecto [2320],30,
2321,Alectryon,Alectryon,Mythology & Beliefs [30],Alectryon [2321],30,
2322,Althaea,Althaea,Mythology & Beliefs [30],Althaea [2322],30,
2323,Amazons,Amazons,Mythology & Beliefs [30],Amazons [2323],30,
2324,Amor,Amor,Mythology & Beliefs [30],Amor [2324],30,
2325,Amphion,Amphion,Mythology & Beliefs [30],Amphion [2325],30,
2326,Amphitrite,Amphitrite,Mythology & Beliefs [30],Amphitrite [2326],30,
2327,Amphitryon,Amphitryon,Mythology & Beliefs [30],Amphitryon [2327],30,
2328,Anchises,Anchises,Mythology & Beliefs [30],Anchises [2328],30,
2329,Ancile,Ancile,Mythology & Beliefs [30],Ancile [2329],30,
2330,Andraemon,Andraemon,Mythology & Beliefs [30],Andraemon [2330],30,
2331,Andromache,Andromache,Mythology & Beliefs [30],Andromache [2331],30,
2332,Andromeda,Andromeda,Mythology & Beliefs [30],Andromeda [2332],30,
2333,Anteia,Anteia,Mythology & Beliefs [30],Anteia [2333],30,
2334,Anteros,Anteros,Mythology & Beliefs [30],Anteros [2334],30,
2335,Antigone,Antigone,Mythology & Beliefs [30],Antigone [2335],30,
2336,Antino%FCs,Antinoüs,Mythology & Beliefs [30],Antinoüs [2336],30,
2337,Aphrodite+%28Venus%29,Aphrodite (Venus),Mythology & Beliefs [30],Aphrodite (Venus) [2337],30,
2338,Apollo,Apollo,Mythology & Beliefs [30],Apollo [2338],30,
2339,Aquilo,Aquilo,Mythology & Beliefs [30],Aquilo [2339],30,
2340,Arachne,Arachne,Mythology & Beliefs [30],Arachne [2340],30,
2341,Ares+%28Mars%29,Ares (Mars),Mythology & Beliefs [30],Ares (Mars) [2341],30,
2342,Argo,Argo,Mythology & Beliefs [30],Argo [2342],30,
2343,Argus,Argus,Mythology & Beliefs [30],Argus [2343],30,
2344,Ariadne,Ariadne,Mythology & Beliefs [30],Ariadne [2344],30,
2345,Arion,Arion,Mythology & Beliefs [30],Arion [2345],30,
2346,Artemis+%28Diana%29,Artemis (Diana),Mythology & Beliefs [30],Artemis (Diana) [2346],30,
2347,Asclepius+%28Aesculapius%29,Asclepius (Aesculapius),Mythology & Beliefs [30],Asclepius (Aesculapius) [2347],30,
2348,Astarte,Astarte,Mythology & Beliefs [30],Astarte [2348],30,
2349,Asterope,Asterope,Mythology & Beliefs [30],Asterope [2349],30,
2350,Astraea,Astraea,Mythology & Beliefs [30],Astraea [2350],30,
2351,Atalanta,Atalanta,Mythology & Beliefs [30],Atalanta [2351],30,
2352,Athena+%28Minerva%29,Athena (Minerva),Mythology & Beliefs [30],Athena (Minerva) [2352],30,
2353,Atlas,Atlas,Mythology & Beliefs [30],Atlas [2353],30,
2354,Atreus,Atreus,Mythology & Beliefs [30],Atreus [2354],30,
2355,Atropos,Atropos,Mythology & Beliefs [30],Atropos [2355],30,
2356,Aurora,Aurora,Mythology & Beliefs [30],Aurora [2356],30,
